mtime,AB,AD,AG,AM,BJ,BR,CF,CK,CM,CV,CX,DE,EP,F,FI,FP,FR,GK,GR,HQ,HT,HV,IY,J,JQ,JS,KP,LT,LV,LY,MT,OT,QX,RY,SU
2021-11-01T18:20,9840850,7839734,9884241,8289862,7121506,7353665,9081873,7351537,5379196,6587061,6544778,6395051,7458921,7715000,6155518,5923653,7992228,8461455,7314294,6261140,7422295,6120881,8363458,5171431,8067686,7162205,7366868,7443261,7100804,7054749,6197766,9127843,6783461,7697717,6786172
2021-11-01T18:25,7408548,7243521,7126414,9425360,7202246,8883094,7400525,5848424,8010495,5646649,7616578,8481308,7192847,7668195,7827283,6616875,7447724,9075126,8938571,6547880,6650357,7087715,5727850,6857342,6042665,8890684,7386458,7665079,5963303,7571403,7292004,7692551,8699055,8562296,6730882
2021-11-01T18:30,6003482,7564655,5722126,6879577,6362208,6412673,7260003,8305928,6049343,5946176,6977715,7716981,6400595,7801256,8554281,7569569,7201341,7097634,6456079,8634611,9041601,6977655,10072700,5417142,8103024,7873965,9300939,7076823,7642877,9054863,7091998,8674077,7745099,8966389,7011980
2021-11-01T18:35,6284715,8179257,6588642,9332108,7497063,6683116,6903714,7579816,6958906,9250443,7496369,4843395,9418122,5489784,5802392,7243718,7546472,8403295,8806680,7775169,5850697,7583458,7792912,7658495,8053525,8187613,6618162,9141510,6007789,8265587,7180479,7039917,7428635,8018581,6783962
2021-11-01T18:40,4758920,5309115,7555051,4251938,7668128,6982485,8415442,6606861,5536305,6139934,8461396,7796120,8683861,7935454,7070945,6112830,5637688,9764436,5942940,7158809,8845908,6009806,8561366,8654074,7961669,7162434,9877319,7326271,6385376,8500562,8170663,6640608,7600777,7983228,6733146
2021-11-01T18:45,8561788,7269299,7522122,6507919,6023042,6661842,8236575,6605979,6934099,6571662,7517236,7033537,6715851,8194413,7386581,8303563,8746830,9039844,7857616,6878316,8475484,9089252,6277456,6984076,8394581,8158507,6823237,9407034,5471000,5472604,7844322,7030582,6717949,7732517,7883029
2021-11-01T18:50,7138160,6582833,6336633,7813936,7708250,7240958,7332390,5252293,6369278,8141227,9131842,7417415,6313754,5345579,7287778,8007981,7488055,7775783,6147067,8584054,7162043,6805936,7032872,6907459,10115087,5931633,8082712,7084570,7718306,7477453,6787092,7213609,8105842,6722406,7796280
2021-11-01T18:55,6437446,8583755,7508530,5735423,5942556,5867479,5833512,6913257,9419519,6134372,7101738,6586010,6523214,5727035,7354368,8517474,9046288,5170546,7110507,6491815,6806918,7787843,7530520,5758859,6640103,7463856,6855396,7386704,8120270,6816389,8375246,7592189,6969581,8408706,7353902
2021-11-01T19:00,6544908,8373983,6033781,6441389,7631141,6805279,7195540,6739746,6369619,7314431,7329004,8046796,8516480,7185347,7407394,7651348,7977920,7853068,8193654,7651438,8918289,4444035,8367970,9061521,6904431,6195447,6507664,9783104,6694581,8464273,7903475,6619456,6938599,8845207,7926161
2021-11-01T19:05,7169245,6860662,9926897,5868374,6930490,7501885,8377757,7410216,7541257,7533158,6808188,6112060,6197945,6429229,6660522,6196301,6302972,8597696,7285955,6651488,8084066,7988651,8339456,10350575,7197267,6944767,6034948,7156826,7006169,7675024,6015690,7767340,5594581,7839519,5845626
2021-11-01T19:10,6167930,7742350,6684187,7724246,5436446,6187129,6904558,5170147,5423073,8165439,6983667,6605079,9341718,7689996,7668828,6969237,7362613,7078232,7912904,8295857,5030623,7629701,5497784,6689334,6747284,6862055,6804333,8490046,6586965,7722627,7913710,9750964,6805095,7318812,6357503
2021-11-01T19:15,6872475,6288865,7045609,8579913,6570843,6321504,7153409,7189700,6111749,8043470,7973415,6422902,6698809,8749290,8603360,7025429,6449285,7444279,7112202,6982314,6606973,8329909,6951203,7676363,6994510,7819857,6663019,7559044,8168830,6872462,8620694,7810029,9345566,8417581,4764705
2021-11-01T19:20,7855951,6519072,5769967,5286547,7232552,6588252,7183862,8288150,8391963,8218639,8194781,7220194,6640252,7394472,8005776,8211603,8174795,8060688,7025017,7456376,6120703,4801659,6752925,6983449,6498904,6590375,7980263,6137613,9421685,8573561,8063417,7075682,6533195,6923533,8407260
2021-11-01T19:25,8881199,7597371,8262292,5757860,7416723,8439318,7451047,7224191,6064327,6205328,7295762,8302929,7499298,6634913,7837429,6222212,8081440,8968021,7131584,7156888,4780072,7927963,6241170,7426070,6430915,8415187,5641507,7201837,6782730,8169402,9464207,6904415,7501752,6878406,8338519
2021-11-01T19:30,6656637,6472004,6996072,6935214,7193209,8923793,7442479,6964587,8569997,7271629,7280803,9090149,7958076,8240467,6008050,7403639,8278045,7479173,6599784,8549859,9512189,7533023,8239872,8863620,7245302,8885928,8006081,7175962,9471958,7342455,7765554,6460680,6786198,7403875,6205561
2021-11-01T19:35,10072683,6017659,6739859,7126285,7508036,7620783,7852063,8748761,8062920,7969180,7282838,6305376,10072979,7508019,7519123,7228102,7076038,8664983,6498496,8278482,6552012,8432529,6339697,6212400,8308137,6947443,6333558,6302794,7868408,7928392,8363403,6319953,6934483,8494525,7358208
2021-11-01T19:40,7678223,8372041,7682173,7300877,8531471,6457415,6693963,5969181,6777269,6941936,7128947,7529267,7657763,8734576,6920261,7051570,5973825,8265952,8186199,7028768,6586184,7737590,5589811,7251435,7115004,7324897,6645089,7841542,7082305,6958743,8258583,7193161,7753999,6589001,6309767
2021-11-01T19:45,8201279,5852949,6624280,7135224,5645298,7457817,7038002,7150354,7698029,7048503,8193787,6795606,6616900,6934459,8662165,6814330,7210918,6462075,7346339,7062469,8634862,6148476,8758671,6949885,7785272,6608076,5661396,7350558,9328193,7862301,7941783,7196415,9057479,8616344,6033223
2021-11-01T19:50,6731928,7892073,6786786,7264170,7683334,7932215,7433056,6789665,6837639,6731851,8286684,8626450,6494747,6469169,6722305,8937714,7502481,8704797,6133150,8549596,7170646,6454873,8094251,6655988,6717295,8014638,7555375,6451199,7576149,7460023,6387548,7220723,7035479,6342682,7782747
2021-11-01T19:55,8120349,5844468,8397528,9453338,7648948,9503989,5611110,5480376,6288693,8457308,6488155,7004223,7074012,7161776,5607460,8702483,7389944,6634066,7832416,8034593,8920183,6848524,9057308,8921858,7467083,8851365,9551751,8126847,7825384,7669690,6935921,8255146,6401452,7345596,6714926
2021-11-01T20:00,7670195,8417848,7563571,6877079,8706023,7982344,5387420,7953759,6673497,7159563,8043676,6377698,7524626,6656678,5789071,6609352,5265431,7079543,7827366,6010917,7832552,6173984,7784150,5908200,8618611,7438394,6936146,8172319,8336573,5741705,5473149,7173883,7316878,7687583,7842488
2021-11-01T20:05,7780953,7087892,7609442,7638060,6629619,7653114,7584967,5977861,6745036,8035656,7345463,7027529,6273148,5721069,7120856,6644276,8239776,7423965,7500812,6397092,5501376,7302150,7081632,7881050,8853710,7636944,7179689,8079581,7339365,6804780,7772283,7703563,5403930,6990010,6248668
2021-11-01T20:10,6161893,7147129,7487389,6988437,7393702,6181490,7683061,7383434,7813353,7281418,5658698,10070540,7022039,7252576,6078935,7059277,6646132,6099562,8256757,7318900,7178906,8188072,6511745,6931913,7784201,7588808,6928944,6317841,8954734,7303219,6828677,9023012,6796533,7183294,6710607
2021-11-01T20:15,6658415,5592155,7138532,6997363,8156009,7063666,7110801,7879705,7317083,7029714,6805890,6996157,8101096,6977794,7769628,7103362,7175887,6437805,6767182,6358909,8338439,6503951,7688553,6542589,5438877,7737760,6979401,7112055,7013755,7019860,7535216,7117209,6535540,7954939,8482985
2021-11-01T20:20,7262831,6979991,6943663,7898675,7734585,7140319,6433979,7421240,6180969,6133792,7287892,5643442,6876448,7054592,7208474,6785536,8851305,8632840,5991715,6896482,6732564,9702780,8486942,7417881,6651292,7376435,9736195,7455870,7615688,9348687,6357879,7266965,5630478,6573418,7703855
2021-11-01T20:25,6239710,5915509,6903443,6466544,8385820,7623092,7984804,8121213,8139753,7776833,5913255,7296303,8010126,7527102,9094695,6598086,7689481,6437562,7558568,6619750,5715356,6111050,7992303,8443274,8606202,8281703,6541738,5684290,8786304,6562193,6890957,6509004,7715977,7371089,8248252
2021-11-01T20:30,5523158,6296824,5983473,7897022,7404199,5326179,7036015,6538832,8064084,7923703,8347468,8790479,8302558,7365773,8522662,7397795,6866260,7536947,8291555,7892930,6409424,7795192,6416513,6613292,7227304,6843183,8090049,6931098,5703620,7777457,7017274,6486810,6533807,8293473,7240662
2021-11-01T20:35,7059758,7781561,6716308,8164560,7623746,7723390,8593741,6556346,5978411,8096636,7445530,6456823,7391236,7953410,6591499,6276841,7002525,7614531,6977669,7748970,7345916,5409456,6433374,9340788,7773226,9353662,7416710,6149852,7022690,7449585,10692083,9485467,5873626,6886029,7600847
2021-11-01T20:40,6888137,6175032,6146153,8118488,5968473,6994583,6240966,9042531,8425813,6956463,6715753,7636820,9988280,6842335,6067289,7019338,8609753,5615474,7819843,7044670,8536729,7405580,6503622,8234040,8277755,6817676,4955623,7880297,7644041,6122545,7717555,7427244,7102472,6373701,8146780
2021-11-01T20:45,8200749,6937877,6837210,6995297,8138010,8239124,5032448,7338460,7372477,6994168,7857528,8851110,7524588,7779625,5764113,7299153,9793927,6322775,5968150,5841850,6184182,7642531,8567531,6953965,7969300,5962693,4839812,7085589,8245391,9500626,5574367,6210117,9878425,5605812,6856034
2021-11-01T20:50,7427270,7128488,8425218,6758477,7775239,7381346,7587224,6807727,9891545,5446723,7820846,7566059,6033233,7701305,7614892,7926031,5881579,6030431,7603420,5484131,6308930,8756015,7998251,5137722,9133115,6958951,7888160,7734971,8803692,8974278,7085991,6465861,6220940,8347084,6329776
2021-11-01T20:55,9782001,7512587,5235424,7893693,6791980,9921539,6242819,9031784,7040281,6756192,8434738,8413031,8357344,6147688,7085104,7856912,8225563,6415849,6629261,8070623,8318024,7829091,6673039,7284557,7282853,7235189,8487330,6166616,5813872,7585343,7055513,7691346,6563956,7337018,7921603
2021-11-01T21:00,7090534,7849201,7358458,7637725,7000288,9596533,7501410,6888483,7654717,8408542,6430122,6323027,7364987,7471212,8147424,7966270,6689223,4871613,7126016,7875811,7261223,7293715,5394878,7477983,7651892,7798123,7136776,7328306,7589695,7533652,5641215,5821450,6841538,7994236,7840966
2021-11-01T21:05,8123071,5813749,6590340,7760938,7990109,8943189,7402221,8244186,6748677,6928168,6875328,8229580,7174473,8233178,6156304,7918482,6439274,6731792,9123480,8153982,7191170,10297810,7017199,7100006,7279558,7752620,6088448,5637670,9835511,8459364,9041591,7261673,7811624,7406904,8214607
2021-11-01T21:10,8169465,6588907,8925964,8323680,7783260,6750033,7353911,8727700,8756207,8719181,6893465,7154548,9739073,7910382,7758411,5949659,8482341,6691815,7941596,8335866,7862819,7954497,8907953,6185076,6408515,8662443,7476038,7403336,8687105,5472697,8134274,8005965,8720536,6503204,6670385
2021-11-01T21:15,7637378,7447173,8443250,6267133,7397115,7065990,7324866,7032473,9023166,7565106,7491795,6951402,8424010,5046842,8460466,9747884,5845081,5603496,8091320,8017999,7414205,7069642,7100788,6134248,8450480,5048600,8887674,6106815,6130964,6939967,8357837,9505855,7605654,8921779,7459582
2021-11-01T21:20,7789749,6158688,7562587,7033249,7490450,8722187,7059991,7676415,7634628,6774714,6928261,6041830,7600226,5564492,6015729,7587954,6540136,7256678,8220492,5775193,6997521,7588614,7740566,8910829,7492589,7377519,7386492,6148420,7649394,6820148,6197128,7687561,6809243,8475535,7380952
2021-11-01T21:25,6996836,7898170,7414303,7380331,6433362,8151895,6218050,8280453,8733509,7328757,7429654,6216590,6967250,6583312,7050297,6135937,8358432,6773646,6893759,6435791,6848301,6597021,7956640,7817991,9147617,8536628,6087605,9431821,6053405,7571702,8158214,8161241,7400308,5981771,6427438
2021-11-01T21:30,8312096,5897570,9260401,5978815,7545245,6691638,8542136,5823954,6965480,8262377,8715195,7310473,7802374,7300523,6373250,7017024,8800187,7738144,7858126,6778057,7070180,7173549,7200068,7778515,7268360,6812633,7636802,5733570,6466567,7633557,7049362,7221694,7958920,7984352,5838749
2021-11-01T21:35,6622833,6189989,8100673,8355209,6054795,6877936,6582300,7090728,7931146,6016370,6910300,7822488,7639079,8131672,7490190,8170134,7874299,6320369,5740701,6444350,8318947,7331247,6344804,7459296,7339750,7718134,6362324,9581631,7803765,8297344,8255474,8841142,7302539,6240751,7049535
2021-11-01T21:40,6791119,7138572,5947589,7712607,7612903,7532357,8495714,6596120,8394722,6927567,6423669,6891692,6266420,7522211,7270065,6666492,7918642,7260361,8349463,5806952,6593116,7927178,6992782,8862142,8032543,8852908,7732807,6201960,7588590,7217254,7048888,6565810,7742163,6966167,6222026
2021-11-01T21:45,7703088,9278232,7660708,6709055,8160983,6019926,8069393,9278668,5836056,7380844,6400852,6974209,8158380,6687562,8292703,6543142,7470462,8952842,7461434,8050042,8739808,6922502,7489566,8060298,7305509,6446581,7829067,5995081,6669269,7214113,7821423,7554498,7487535,8519827,7582618
2021-11-01T21:50,7441215,5486534,6817153,7493878,6839349,8233481,7091756,7903978,8001466,6910631,6967148,9102179,5170648,6120398,7238213,8144513,8643583,7638431,7693386,5638880,8166846,5996128,6194475,9120872,8012699,7701484,6563892,7286485,8398534,6234868,10922073,8046781,5848980,6231778,8147898
2021-11-01T21:55,6205402,7140821,7225201,5890530,7534109,5846386,7125042,6687057,7532658,7681428,7002184,7222931,6685320,8826551,6054293,9593342,6696780,6946645,7548838,7555463,7696467,8846635,9820166,5270810,8943324,6657688,8553602,6792551,7328158,7187947,6371735,8237127,6516691,8139009,5949916
2021-11-01T22:00,8280914,5744079,7997375,8555433,5708841,5512886,7191744,6636126,8006901,8690979,8114962,6411870,8219161,6896206,6823278,6674309,7098734,9239247,7505050,5627342,6668978,5813435,7147078,9894625,7723464,7214905,5791485,7588800,5708050,7710000,7088351,7100914,4497430,6508256,7388999
2021-11-01T22:05,7553655,6559615,5667961,7255895,7622943,8590602,6271319,5652862,5755940,9031890,8786544,6866936,6861727,8066929,7095840,6694801,7394651,8769278,8905079,6655394,4720035,7109929,6645706,10794231,6903319,8038916,6363918,6662993,6508625,7549028,6749421,6913722,9769578,6524815,7585025
2021-11-01T22:10,7902865,6597851,6752477,6768484,8054639,5998715,8195074,7050062,6699428,7052499,7143444,5191413,7878171,7737184,9554577,6370009,8152038,7680356,8147790,7943542,7932562,6487200,8828060,8445059,7173396,8074394,8240562,6443688,7411864,7527223,7371210,6749542,7178193,7469576,6874705
2021-11-01T22:15,5965961,7306635,8419527,8828151,7042164,8049345,7110401,7063214,7434976,5818880,6087690,8418852,5976548,9762747,7319321,8454759,8230253,6147896,6358732,6275791,7898268,6409595,8197216,7862074,9412673,6445695,7736475,7328271,5885575,7356960,8994518,6153509,6833198,5661382,7553659
2021-11-01T22:20,7119697,6448275,8922975,8348267,9101678,7657843,7273402,7429848,6169934,7749285,7565453,5798199,6970679,8266922,8333278,8324183,7283564,7442927,6515155,6400316,8606684,8175373,6863082,9580713,7658605,7493713,7901879,9364416,7134343,5615425,6572759,6692302,7553545,7780960,6804372
2021-11-01T22:25,6327506,8399489,8256367,8039325,5683744,8375334,6353723,7060792,7330782,6856351,5825862,7618138,7429757,6963500,6607397,6875108,8820704,7389943,4331361,7362390,8458733,8064426,7698398,6941391,9616133,9025568,8781536,8247202,6406435,8613348,7257002,5752760,5470381,6219523,6819023
2021-11-01T22:30,7320260,6303493,6697162,7331435,7663775,8464956,6363095,6389860,6718687,7032073,6975585,6021342,7004934,8234425,7171606,5869124,6458513,7804152,7196350,7361253,7048619,7179890,8138286,5106385,7756001,6526778,8147927,7217583,7531654,6675146,8710283,7486568,6992052,7578701,6498516
2021-11-01T22:35,8232671,7809233,7689745,6711849,7730670,5904364,7224137,7098004,8576145,7456880,7298292,8477718,6689980,6954404,6935799,6538699,8480574,7211706,6047912,9075521,6769750,8657948,7657953,6498322,7134063,7464886,7018843,8883552,7615676,7716171,7978076,8107233,7344046,8087701,6465576
2021-11-01T22:40,9511507,6445620,8900921,7246373,7937745,7837973,7305960,5140275,6782262,6765111,8282018,8125083,7602819,5887131,7282836,8489316,8425997,9346731,6478928,7215084,5853187,7885861,7888131,7993666,6961538,7938652,6674471,7461932,9764110,8864946,7549270,6191455,7409132,8673280,7643772
2021-11-01T22:45,7578705,7335587,8689499,8484006,7071221,8345852,6884406,7324285,7862880,9933671,6438429,7210860,7322601,7656107,7302996,5690409,6818597,6574809,5907820,7421487,8218007,6011016,8848530,8255362,7034967,7668402,9740773,7102330,7291834,6016071,7875506,7538864,6499259,7093735,8207469
2021-11-01T22:50,7371768,5764569,7111160,8934471,9276608,7083416,5946175,7283150,8135425,7223362,6270203,7045912,6574302,7453854,6355720,6680077,8637176,5284767,8099112,8021718,7342193,7571190,7409102,7829404,8216341,7887954,6864959,7762846,6379627,7984798,6417614,4882544,6148180,8944182,8073362
2021-11-01T22:55,6412829,8021732,6581210,8171234,3819989,7564185,6946804,7509441,7389541,6448645,8265866,7195694,7464863,7391951,6857845,7079378,8830081,8739095,6669511,5993912,8478076,7422156,7806068,7636922,6865637,7208953,6393389,7247323,7644985,7881160,5843418,6974741,8399369,6172723,7444469
2021-11-01T23:00,7135656,7735847,9310857,7794206,8883870,7236314,9365567,8305961,7474443,8365937,7296009,7037326,6711659,6821206,5439013,7859918,8253728,5979242,7348080,8085197,8701952,6413388,5179407,6722397,5076513,7594274,7874680,7855968,6476119,8806528,7113791,8758037,6331433,7679170,8177448
2021-11-01T23:05,7799414,8065547,6658044,7537255,5760795,8279223,7112998,7278077,7562413,7711792,5284252,8007378,7972176,8017881,8969346,5652370,7961801,8069341,6152591,5014317,5663548,7088627,8770379,8659215,6983140,7799305,8423563,7907741,7283205,7376212,8339563,7777905,7961014,8170032,8034736
2021-11-01T23:10,7921000,7596662,7710294,5493287,7211829,6938868,7865325,7538464,9593000,7397345,6298581,6437416,6544961,8366078,8868884,6590112,6876520,8853140,5540993,8042161,7395898,8056578,7154580,7854715,5636452,8639466,6370324,7924176,8336274,8218066,7795608,8124091,8232839,6449197,7876743
2021-11-01T23:15,7839823,7186994,6615778,5864512,8361048,5355875,6337474,6657964,8901912,7691586,8213044,8456745,6013421,7055660,6817314,7935651,7280134,7022291,7334539,8243687,8324295,6290354,6848832,5630200,6789491,7395542,7644063,7383842,7363031,7522466,7061142,6881746,6754788,8349985,7481262
2021-11-01T23:20,7021582,8604108,10045058,7357352,5705697,6309962,7804419,6854804,7713346,7814359,6464982,7236811,6450130,6944940,9197787,7417802,6425301,7780255,7925995,6951922,8529604,6219261,6615270,9407228,10155351,7331360,7248850,7204536,6296649,7638657,7552002,9184654,8268955,8405577,6462646
2021-11-01T23:25,8034187,6361764,9207557,9581787,9091033,8524097,6967228,5604150,7719243,6850933,6576691,8022515,9190583,7662358,8366992,8603984,8163788,8185613,7925556,5440193,5726900,6791451,9778690,8337055,5106864,6454500,6691805,6754720,8058352,7407571,7687219,7207057,7054924,6692918,8349550
2021-11-01T23:30,8128003,7075414,8032164,7747378,6281013,6033286,6858164,7738920,5794959,7347955,5941166,5649002,7717724,10216791,7324900,7088065,7890890,7843386,7790216,8791454,8640341,6013109,8021724,7637498,7783865,8293531,8734798,6160896,8233833,9164883,7394673,6922522,6052522,8948090,7029432
2021-11-01T23:35,6653846,7278351,6989345,9402619,6369362,8079569,5407303,6522695,6187317,6829943,8755610,6590324,6068407,6886977,7175671,7142576,7416450,8140097,7073305,7018000,8404516,6836539,7948133,7068581,8329801,6980852,5993081,9311966,5365030,6879965,6580347,7528946,6574127,7397064,5543445
2021-11-01T23:40,7145989,8685750,8158499,6097324,6558979,8301252,7541253,6333511,6999538,8376034,7810759,7336549,8649030,8772018,8816705,5485960,8014799,8288056,8261824,7414319,8338721,6608015,8339358,6792864,6679284,8446306,7961356,8604094,7074382,7593914,8276707,6302817,5721009,7707932,7144935
2021-11-01T23:45,7091654,7449184,6471869,8647664,7203879,8323325,9860933,6685660,7562466,8024938,7092133,8433592,8365682,8799802,8687409,6532408,5387766,8213442,6711678,8562191,8525905,6342769,7377590,6613623,8477916,7811097,5749652,8643157,8615615,7609544,7847446,6637150,7537969,7215956,7782276
2021-11-01T23:50,8878696,9352650,8597860,7230244,6212426,7731678,7395086,5741804,7363658,7968537,7709790,6303239,6622863,6594728,7523737,7434640,6702958,7542240,9158945,5319225,8121749,6984721,8545189,8099236,8299951,5565681,7674424,6826499,7363938,6110112,7820692,7022149,7239923,6644630,8028329
2021-11-01T23:55,5484795,7778481,8742074,8698240,7306538,6721381,7837380,8203203,8338837,7327642,7050708,7365043,8428013,6545560,7358611,6903707,6760911,7474509,5592556,5528669,8004213,7352060,6461819,6197060,7035195,7054483,9612648,7047389,8131987,7116773,7887145,8808240,8203539,6740409,6771874
2021-11-02T00:00,7777084,6203578,9300503,7604902,6238418,6500603,7065871,8337998,8928133,6975938,7536557,10174202,8588630,6195556,7295939,5344263,6777808,7844213,6597295,8717177,6118311,6929076,5968888,6943577,7701692,5554641,5867699,7061865,7593811,6971437,8881402,8288476,8667028,6629093,6622971
2021-11-02T00:05,6865201,6192639,6522229,7814362,6421842,7855850,7907424,10251088,6910971,8453767,8123759,8514365,7775385,6338212,8642702,6383115,8141261,6934038,5807207,8161908,6261895,6689985,5978245,5932577,7126732,6509407,6894100,5543207,8646454,6051443,7012696,9950160,8601290,7594521,9038355
2021-11-02T00:10,7580401,6974411,7645862,7984489,7167102,8421562,6611342,6140380,7533165,6392731,6825962,8449959,8006415,7356199,8284373,7345898,6641423,6966414,7809232,7340030,6617114,5898383,9040303,7664089,7432965,9090904,6679336,6865129,7202878,6501565,8474920,10796057,9796598,8350025,8304876
2021-11-02T00:15,7654990,7919540,5829186,8524825,7684337,7491487,6543979,7310028,6899962,6459260,8103780,8037824,7927930,8709403,5588909,7452799,6682376,8014414,6660676,8311599,7529181,6742321,8077111,9661275,8505454,7777077,6359378,8377195,7308451,6850977,7026897,6957145,6332803,6853167,8191025
2021-11-02T00:20,7726908,8378951,5735731,8525313,6946634,6762652,6094644,8099604,6933515,7623039,10009591,10300724,7723303,7790992,6594011,8030687,6989220,6476807,6651403,6429049,8781042,6565629,6655136,7669376,5791655,8137846,8096324,7884618,5921128,5978854,8634900,8162981,6131740,9498792,8180988
2021-11-02T00:25,4476363,10026430,8152941,6166253,8715929,6289739,7179590,6020896,8302393,8459482,7986288,6940008,6719267,9316598,8729166,6777125,8751491,7822427,7239583,8224162,6056258,8402678,7602434,7554031,7030405,6898494,7675901,10139743,8974127,8657765,6877188,8674482,9233767,6966926,6109530
2021-11-02T00:30,8096771,7878187,6996796,6408765,8549869,6835897,7581500,8720875,7683059,7832589,7363124,8276533,5756200,8405937,6798070,6501577,8584173,7257886,6579992,8537734,8574427,7124102,8986085,7940915,6585754,11144881,9492746,7739261,7265353,7059376,6964531,7410842,6593576,8645006,6139666
2021-11-02T00:35,8942095,7427173,7428555,5736484,8784696,5000027,6833463,7348972,7848631,7916433,7911783,8146127,7551242,8297837,6360329,7950593,8596721,8227223,8617789,8863916,5357196,7504800,8394171,5154289,8893761,6516261,8274854,7970282,8692942,7181661,7555919,6669762,8114300,7542682,6808020
2021-11-02T00:40,6813263,8188243,6088093,6933012,6859777,7495715,8353794,9488923,7791812,7180842,7638060,8359652,8205539,9128109,6661922,6982599,6465587,5872364,6882155,6963848,6955609,9744010,6376601,8546506,6787916,6410987,7441258,5079996,7421217,7833360,7113861,7737014,6695278,7282841,8211746
2021-11-02T00:45,5689070,6734782,7512046,6242243,6238015,7432222,7221603,6334719,7891389,6220283,4902659,7779083,7046556,6763109,5432754,7159124,7401542,6079536,5790626,6889993,9404824,8465520,8456447,6625649,6787635,7490893,6607309,8124119,7879075,9662402,7680784,5790324,7738375,8210995,8571638
2021-11-02T00:50,8373632,7689192,7309415,7923873,6165692,6608123,7695324,8298488,6495114,6981257,8578353,7581576,6160176,7573328,5493863,7790304,8382153,6357844,7162102,11011932,7113148,6700857,8295265,6622090,8087767,7385692,9560404,6166460,5766874,8854035,7440809,5870532,6033987,6673211,6367982
2021-11-02T00:55,6016013,6206837,7637213,5740175,6314194,9140474,6685392,8885025,8200751,8626524,6551209,6764096,8122619,6813689,6863830,5363583,8230947,6715369,7004965,8186353,7848831,8163066,6191715,8337986,8140458,8393445,6943865,7475679,7823625,7283900,6367976,7849897,8378572,8279836,7799386
2021-11-02T01:00,7204233,8739796,6388577,8415470,6867506,7024444,8014609,8413455,6260076,6840202,8056535,8176646,6469914,7343125,6786244,6079902,6495186,5719066,8158866,6791408,6165601,6672804,7657927,8284229,6576523,6371021,7966813,7661945,6986930,7555319,7647715,7536666,7917654,5790959,7915390
2021-11-02T01:05,8320582,8411749,8808135,6486787,8383211,6391878,9503641,4773589,8001161,7922251,7631782,7189358,7804536,7936022,7834073,6599334,8895198,5905197,7907723,8602928,7633028,5889121,7164535,8456095,6299782,8073780,8125597,6870822,7469793,8773448,6506392,8914017,6744182,8785405,6940331
2021-11-02T01:10,7047949,8040010,7309977,7028973,7729637,7028405,7042098,6595244,5782713,7898568,9259349,7858593,6419407,6831070,7056887,7942167,8362293,7079941,7671701,8962979,7156482,6869895,8260780,8914707,7463012,6500191,8411497,6969685,5283619,7867051,6379914,7267648,7757884,6953629,7369453
2021-11-02T01:15,5586968,7689068,7573702,6015757,8074542,6802135,7577291,10321214,7186551,8399923,6291715,8313609,7498673,7739502,6684972,7012190,7821572,8508628,7701729,5273465,7303200,6799727,6764592,7361377,6873087,7633724,7802584,7648928,9886001,7265898,8008308,7993113,9486905,7221092,8943153
2021-11-02T01:20,8671926,7634641,6967472,7289804,7425194,7173500,6622772,7396095,6948471,7776058,7397053,6213600,7257709,8419202,8761583,5913751,3921287,8509763,6675330,6612979,7068233,6293132,8861610,7175459,8312432,7601932,8691220,7814180,7235214,7134414,8572561,6545302,7757623,7665871,9458526
2021-11-02T01:25,6349168,10162210,9631800,6871507,8092669,7877327,6780781,9241884,6926767,7626242,9632178,8539616,7555123,5726164,6281817,7764862,6933410,7745702,7707165,7782721,7425296,7321826,7069477,10042926,8200858,8771751,9331912,7319425,7739380,7541822,6498730,7418271,5967572,6068299,8582619
2021-11-02T01:30,8293022,6462056,6698802,7941457,6853439,7804864,6842999,5753490,6641806,8433502,8058343,8591701,7462696,7298121,7429187,7378548,6485413,8254653,8850946,6908363,7431047,7944152,7657739,5968440,6345190,8996185,7629677,7045903,8061958,8120871,7209503,7420620,7004736,8006398,4428246
2021-11-02T01:35,7841700,9051822,6710895,6844054,7702722,7646578,7373975,8027697,7335945,8100334,9050291,7426284,6247552,6970338,8145950,7094455,6610396,7642052,9707732,6612319,5667684,8780827,8896544,7664282,6953316,5675357,6299548,7361106,6015990,7026919,8377979,5779193,7592075,7678749,6266088
2021-11-02T01:40,7551288,6783366,5844111,7110280,7630960,10504496,7570184,6265566,6067511,7187877,10425450,7220133,5906391,7438329,7652322,7788016,6666038,7193189,7753919,7280382,7514687,7842661,7536535,6191311,7016822,7188946,7856489,7755351,7551437,7213921,5788093,7858961,7787877,6740970,7265937
2021-11-02T01:45,7729099,7707595,7979081,8619250,6621662,7453382,7315203,6344371,8193351,8414857,8064326,6906088,7831629,6176199,9061843,9191992,6333448,8211021,6364861,8209727,9618159,6892699,7612182,6722651,9592791,7077842,6956395,9107821,7754372,8583557,8574096,9098734,6403459,7782175,8574311
2021-11-02T01:50,6464995,5272765,7337298,7963182,8955668,5501329,8484445,7913719,7921140,7456895,5507731,8838080,7160857,5989257,6053890,9432933,8097335,7039736,7369128,7608727,8207767,6586143,9077082,6325946,10062681,8113051,8268460,7775959,9030293,6653979,6802490,8340023,8508672,6505584,6972206
